Start computation at Mon Apr  8 22:06:24 2024 - No compression - 2MB block size
PID: 2039896
USER: f.ramacciotti
HOSTNAME: r740xd-4
Num threads: 16
Max num opened files 1048576
Getting blobs from /data/swh/blobs_uncompressed
Putting SST tables in /disk2/federico
Running with db type blob
filename_path /disk2/data/25GiB/Python_selection/Python_selection_info_filename_len.csv
DATASET,NUM_BLOBS,TOTAL_SIZE(GiB),AVG_BLOB_SIZE(KiB),MEDIAN_BLOB_SIZE(KiB),TECHNIQUE,COMPRESSION_RATIO(%),ORDERING_TIME(s),COMPRESSION_TIME(s),COMPRESSION_SPEED(MiB/s),RANDOM_ACCESS_SPEED(MiB/s),RANDOM_ACCESS_SPEED_PARALLEL(MiB/s),NUM_SST,AVG_SST_SIZE(KiB),BLOCK_SIZE(KiB),NOTES
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kNoCompression-0,100.29,0,190,134.737,46.4507,5063.13,12243,2147.38,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kZSTD-3,100.242,0,193,132.643,44.4134,5063.13,12255,2144.27,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,filename_remapping_keys+kZSTD-3,100.238,3,174,144.633,50.2705,2815.15,12390,2120.81,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kZSTD-12,100.235,0,196,130.613,39.8671,5063.13,12240,2146.74,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,filename_remapping_keys+kZSTD-12,100.232,3,182,138.379,49.8256,2815.15,12390,2120.69,2048,None
End computation at Mon Apr  8 22:34:28 2024

Start computation at Tue Apr  9 09:38:01 2024 - Compression ZSTD - 2MB blob size - 2MB block size
PID: 698454
USER: f.ramacciotti
HOSTNAME: r740xd-4
Num threads: 16
Max num opened files 1048576
Getting blobs from /data/swh/blobs_uncompressed
Putting SST tables in /disk2/federico
Running with db type blob
filename_path /disk2/data/25GiB/Python_selection/Python_selection_info_filename_len.csv
DATASET,NUM_BLOBS,TOTAL_SIZE(GiB),AVG_BLOB_SIZE(KiB),MEDIAN_BLOB_SIZE(KiB),TECHNIQUE,COMPRESSION_RATIO(%),ORDERING_TIME(s),COMPRESSION_TIME(s),COMPRESSION_SPEED(MiB/s),RANDOM_ACCESS_SPEED(MiB/s),RANDOM_ACCESS_SPEED_PARALLEL(MiB/s),NUM_SST,AVG_SST_SIZE(KiB),BLOCK_SIZE(KiB),NOTES
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kNoCompression-0,22.7112,0,208,123.077,53.863,5063.13,3434,1733.73,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kZSTD-3,22.6606,0,210,121.905,50.13,5063.13,3439,1727.35,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,filename_remapping_keys+kZSTD-3,22.6589,4,209,120.188,67.8348,2815.15,3429,1732.25,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kZSTD-12,22.654,0,212,120.755,54.4422,5063.13,3442,1725.34,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,filename_remapping_keys+kZSTD-12,22.6525,4,208,120.755,66.2387,5630.29,3428,1732.27,2048,None
End computation at Tue Apr  9 10:04:09 2024

Start computation at Tue Apr  9 10:51:40 2024 - Compression ZSTD - 256MB blob size - 2MB block size
PID: 1001876
USER: f.ramacciotti
HOSTNAME: r740xd-4
Num threads: 16
Max num opened files 1048576
Getting blobs from /data/swh/blobs_uncompressed
Putting SST tables in /disk2/federico
Running with db type blob
filename_path /disk2/data/25GiB/Python_selection/Python_selection_info_filename_len.csv
DATASET,NUM_BLOBS,TOTAL_SIZE(GiB),AVG_BLOB_SIZE(KiB),MEDIAN_BLOB_SIZE(KiB),TECHNIQUE,COMPRESSION_RATIO(%),ORDERING_TIME(s),COMPRESSION_TIME(s),COMPRESSION_SPEED(MiB/s),RANDOM_ACCESS_SPEED(MiB/s),RANDOM_ACCESS_SPEED_PARALLEL(MiB/s),NUM_SST,AVG_SST_SIZE(KiB),BLOCK_SIZE(KiB),NOTES
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kNoCompression-0,22.7112,0,204,125.491,52.1972,5063.13,3440,1730.71,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kZSTD-3,22.6607,0,207,123.672,53.2961,5063.13,3444,1724.85,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,filename_remapping_keys+kZSTD-3,22.6589,3,204,123.672,65.4685,2815.15,3428,1732.76,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kZSTD-12,22.654,0,207,123.672,52.1972,5063.13,3445,1723.84,2048,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,filename_remapping_keys+kZSTD-12,22.6525,3,206,122.488,65.4685,2815.15,3427,1732.78,2048,None
End computation at Tue Apr  9 11:17:33 2024

Start computation at Tue Apr  9 14:04:51 2024 - Compression ZSTD - 256MB blob size - 256KB block size
PID: 1802212
USER: f.ramacciotti
HOSTNAME: r740xd-4
Num threads: 16
Max num opened files 1048576
Getting blobs from /data/swh/blobs_uncompressed
Putting SST tables in /disk2/federico
Running with db type blob
filename_path /disk2/data/25GiB/Python_selection/Python_selection_info_filename_len.csv
DATASET,NUM_BLOBS,TOTAL_SIZE(GiB),AVG_BLOB_SIZE(KiB),MEDIAN_BLOB_SIZE(KiB),TECHNIQUE,COMPRESSION_RATIO(%),ORDERING_TIME(s),COMPRESSION_TIME(s),COMPRESSION_SPEED(MiB/s),RANDOM_ACCESS_SPEED(MiB/s),RANDOM_ACCESS_SPEED_PARALLEL(MiB/s),NUM_SST,AVG_SST_SIZE(KiB),BLOCK_SIZE(KiB),NOTES
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kNoCompression-0,22.7142,0,184,139.131,80.3671,5063.13,825,7217.47,256,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kZSTD-3,22.6594,0,185,138.379,85.8157,5063.13,825,7200.04,256,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,filename_remapping_keys+kZSTD-3,22.6579,3,182,138.379,93.8382,2815.15,825,7199.56,256,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,random_keys+kZSTD-12,22.6556,0,189,135.45,85.8157,5063.13,825,7198.83,256,None
Python_selection_info_filename_len.csv,1193853,25.0001,21.957,7.24707,filename_remapping_keys+kZSTD-12,22.6543,3,184,136.899,98.777,2815.15,825,7198.42,256,None
End computation at Tue Apr  9 14:25:51 2024
